UPC	Description	Categories (self defined)	Department	Price	Categories (self defined)	Category Ave Price 
00007092400015	ALPENROSE WHIPPING CREAM	DAIRY	DAIRY	$3.99 		2.51
00007092400100	ALP 2% MILK QT	DAIRY	DAIRY	$1.79 		2.51
00007092400102	ALP 2% MILK PINT	DAIRY	DAIRY	$0.99 		2.51
00007092400115	ALP 2% MILK GAL	DAIRY	DAIRY	$3.69 		2.51
00007092400133	ALPENROSE ULTRA SKIM MILK	DAIRY	DAIRY	$2.79 		2.51
00007092400157	ALP SKIM MILK GAL	DAIRY	DAIRY	$3.69 		2.51
00007092400162	ALP CHOC MILK PT	DAIRY	DAIRY	$0.99 		2.51
00007092400165	ALP CHOC MILK QT	DAIRY	DAIRY	$1.69 		2.51
00007092400192	ALP BUTTERMILK PT	DAIRY	DAIRY	$1.09 		2.51
00007092400200	ALPENROSE SOUR CREAM	DAIRY	DAIRY	$2.29 		2.51
00007092400230	ALPENROSE COTT CHSE SMALL	DAIRY	DAIRY	$2.79 		2.51
00007092400267	ALPENROSE COTT CHSE 1%	DAIRY	DAIRY	$2.59 		2.51
00007092400711	ALPENROSE 32 OZ CHOC MILK	DAIRY	DAIRY	$1.79 		2.51
00007092403076	THRIFTWAY 1/2 WHOLE MILK	DAIRY	DAIRY	$1.99 		2.51
00007092403086	THRIFTWAY WHOLE MILK	DAIRY	DAIRY	$2.99 		2.51
00007092403107	THRIFTWAY 1/2 GAL 2% MILK	DAIRY	DAIRY	$1.99 		2.51
00007092403121	THRIFTWAY 2% GALLON	DAIRY	DAIRY	$2.99 		2.51
00007092403141	THRIFTWAY 1% GAL MILK	DAIRY	DAIRY	$2.99 		2.51
00007092403154	THRIFTWAY SKIM GALLON	DAIRY	DAIRY	$2.99 		2.51
00007092403157	THRIFTWAY 1/2 GAL SKIM MILK	DAIRY	DAIRY	$1.99 		2.51
00009396600016	OV RED FAT 2% MILK GAL	DAIRY	DAIRY	$5.99 		2.51
00060444600010	QT NORIS CHOC ORGANIC MILK	DAIRY	DAIRY	$2.49 		2.51
00000000000075	"18"" MYLAR W/HELIUM"	FLORAL	FLORAL	$3.49 		$3.37 
00000000000078	"11"" LATEX W/HELIUM"	FLORAL	FLORAL	$0.99 		3.373333333
00068025500900	ALSTROEMERIA 5-STEM	FLORAL	FLORAL	$3.99 		3.373333333
00068025500902	MUMS	FLORAL	FLORAL	$3.99 		3.373333333
00068025500910	CARNATIONS	FLORAL	FLORAL	$3.99 		3.373333333
00085808700106	4 IN GERANIUM	FLORAL	FLORAL	$3.79 		3.373333333
00001380010072	STOUFFER HOMESTYLE MEAT L	FROZEN FOOD	FROZEN FOOD	$3.49 		$4.14 
00001380010170	STOUFFER'S BAKED CHICKEN	FROZEN FOOD	FROZEN FOOD	$3.49 		4.138947368
00001380012009	STOUFFER SWEDISH MEATBALL	FROZEN FOOD	FROZEN FOOD	$3.39 		4.138947368
00001380014392	STOUFFER'S CB PHLY STK PA	FROZEN FOOD	FROZEN FOOD	$3.79 		4.138947368
00001540000092	WF HASH BROWN/POLY	FROZEN FOOD	FROZEN FOOD	$6.19 		4.138947368
00001540000110	WF COUNTRY STYL HASH BRO	FROZEN FOOD	FROZEN FOOD	$3.49 		4.138947368
00001540000111	WF TATERS/POLY BAG	FROZEN FOOD	FROZEN FOOD	$6.79 		4.138947368
00001540000178	WF WHIPPED TOPPING	FROZEN FOOD	FROZEN FOOD	$1.99 		4.138947368
00001540000891	WF FROZEN BREAD GASP	FROZEN FOOD	FROZEN FOOD	$2.99 		4.138947368
00001540022459	WF SUPER POPS	FROZEN FOOD	FROZEN FOOD	$1.69 		4.138947368
00001540022465	WF ICE CREAM SANDWICH	FROZEN FOOD	FROZEN FOOD	$1.99 		4.138947368
00001540022468	WF SF TWIN POPS	FROZEN FOOD	FROZEN FOOD	$2.89 		4.138947368
00001540022520	WF ORANGE SHERBET SQUARE	FROZEN FOOD	FROZEN FOOD	$3.29 		4.138947368
00002500002521	MM ORANGE JUICE REG	FROZEN FOOD	FROZEN FOOD	$2.89 		4.138947368
00002580002289	WW SO RAVIOLI FLRNTINE	FROZEN FOOD	FROZEN FOOD	$3.29 		4.138947368
00002580002306	WW SO CC COCKIE DGH	FROZEN FOOD	FROZEN FOOD	$3.29 		4.138947368
00003100010102	BANQUET BEEF POT PIES	FROZEN FOOD	FROZEN FOOD	$0.99 		4.138947368
00003100011518	BANQUET FRIED CHICKEN ORI	FROZEN FOOD	FROZEN FOOD	$5.99 		4.138947368
00003800005199	EGGO TSTR STICKS ORIGNL	FROZEN FOOD	FROZEN FOOD	$2.99 		4.138947368
00003800040370	KLLG EGGO NUTGRN WHL WHT	FROZEN FOOD	FROZEN FOOD	$3.89 		4.138947368
00004154800386	DREY LT VANILLA BEAN	FROZEN FOOD	FROZEN FOOD	$7.00 		4.138947368
00004154801385	DREY CHOCOLATE	FROZEN FOOD	FROZEN FOOD	$7.00 		4.138947368
00004154802685	DREY ROCKY ROAD	FROZEN FOOD	FROZEN FOOD	$7.00 		4.138947368
00004280010700	TOTINO'S PARTY PIZZA - SU	FROZEN FOOD	FROZEN FOOD	$1.69 		4.138947368
00004280011300	TOTINOS PARTY CHEESE PIZZ	FROZEN FOOD	FROZEN FOOD	$1.69 		4.138947368
00004280011400	TOTINOS PARTY PIZZA PEPPE	FROZEN FOOD	FROZEN FOOD	$1.69 		4.138947368
00004300000953	KRAFT COOL WHIP TOPPING	FROZEN FOOD	FROZEN FOOD	$2.19 		4.138947368
00004369508300	LEAN POCKET HAM&CHEDDAR	FROZEN FOOD	FROZEN FOOD	$2.59 		4.138947368
00004440015350	GORTON'S BEER BATTERED FI	FROZEN FOOD	FROZEN FOOD	$8.39 		4.138947368
00004767700038	DOVE MINI FLAVOR COLLECTN	FROZEN FOOD	FROZEN FOOD	$5.95 		4.138947368
00004880010598	F/R/PAC BROC-CUT SPEARS	FROZEN FOOD	FROZEN FOOD	$2.29 		4.138947368
00004880012488	F/R/PAC CARROTS-CRK-CT SL	FROZEN FOOD	FROZEN FOOD	$4.00 		4.138947368
00007120308360	UMPQUA YOGURT VANILLA	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007120308368	UMPQUA ESPRESSO FUDGE	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007120308396	UMPQUA RAINBOW SHERBET	FROZEN FOOD	FROZEN FOOD	$4.55 		4.138947368
00007120308745	UMPQUA CHOCOLATE	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007120308751	UMPQUA FRENCH VANILLA	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007120308967	UMPQUA LT TM ROCKY RD I/M	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007120308981	UMPQUA LT VERY BERRY CHSE	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007120308986	UMPQUA LT COOKIE DOUGH	FROZEN FOOD	FROZEN FOOD	$5.15 		4.138947368
00007218063888	RED BARON THINNIES CB PNA	FROZEN FOOD	FROZEN FOOD	$10.00 		4.138947368
00007283007001	TILLAMOOK BANANA SPLIT	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00007283007014	TILLAMOOK OLD FSH VAN I/C	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00007283007045	TILLAMOOK UDDERLY CHOC	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00007283007050	TILLAMOOK COOKIE DOUGH IC	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00007336906032	BG VALUE CLASSIC FETT W/4	FROZEN FOOD	FROZEN FOOD	$1.39 		4.138947368
00007336907024	BG VALUE CLASSIC 3CHZ MAC	FROZEN FOOD	FROZEN FOOD	$1.39 		4.138947368
00007457003310	HD BAR VAN/ALMOND	FROZEN FOOD	FROZEN FOOD	$3.49 		4.138947368
00007684010004	B&J MINT CHOC COOKIE	FROZEN FOOD	FROZEN FOOD	$4.39 		4.138947368
00007729801265	NANCY'S SEAFOOD CRAB CAKE	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00007756712120	POPSICLE ICE POP O/C/G	FROZEN FOOD	FROZEN FOOD	$3.89 		4.138947368
00007756722482	BREYERS OREO COOKIE	FROZEN FOOD	FROZEN FOOD	$5.79 		4.138947368
00007756725423	BREYERS VANILLA	FROZEN FOOD	FROZEN FOOD	$5.79 		4.138947368
00007790050113	JD SSG/EGG/CHZ MFN	FROZEN FOOD	FROZEN FOOD	$8.99 		4.138947368
00078978550002	SKINNY COW VANLA NSA SAND	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00078978550012	SKINNY COW COOK CREAM SAND	FROZEN FOOD	FROZEN FOOD	$3.99 		4.138947368
00003100018463	BANQUET BR&SRV PATTY	FROZEN MEAT	FROZEN MEAT	$1.99 		4.138947368
00005537059003	LS MESA SUNRISE WFL	FROZEN MT PEOPLE	FROZEN MT PEOPLE	$3.59 		4.138947368
00083373500008	Quorn Patties Chicken Style	FROZEN MT PEOPLE	FROZEN MT PEOPLE	$5.39 		4.138947368
00000000003035	WHITE FLESH NECTARINE	FRUIT	PRODUCE	$1.99 	FRUIT	$2.57 
00000000003421	"WATERMELON, MINI SEEDLESS"	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004011	35* READY BANANA	FRUIT	PRODUCE	$0.79 	FRUIT	2.568333333
00000000004016	1*RED DELICIOUS APPLES	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004022	1*GREEN SEEDLESS GRAPE	FRUIT	PRODUCE	$2.49 	FRUIT	2.568333333
00000000004023	RED SEEDLESS GRAPE	FRUIT	PRODUCE	$2.49 	FRUIT	2.568333333
00000000004030	1*BIN KIWI	FRUIT	PRODUCE	$1.00 	FRUIT	2.568333333
00000000004032	HEMISTON SDLSS WATERMELON	FRUIT	PRODUCE	$0.49 	FRUIT	2.568333333
00000000004034	HONEYDEW MELON	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004036	CALIFORNIA NECTARINE   TP	FRUIT	PRODUCE	$1.99 	FRUIT	2.568333333
00000000004038	VOLUME FILL PEACH	FRUIT	PRODUCE	$1.99 	FRUIT	2.568333333
00000000004040	3/35 BLACK PLUM	FRUIT	PRODUCE	$1.99 	FRUIT	2.568333333
00000000004045	FRESH CHERRIES	FRUIT	PRODUCE	$3.99 	FRUIT	2.568333333
00000000004046	11*HAAS AVOCADO	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004050	1*CANTALOUPE	FRUIT	PRODUCE	$0.89 	FRUIT	2.568333333
00000000004053	CHOICE LEMONS	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004130	WEF PINK LADY	FRUIT	PRODUCE	$2.99 	FRUIT	2.568333333
00000000004131	1*XFCY FUJI APPLES	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004163	WALLA WALLA SWEETS	FRUIT	PRODUCE	$1.49 	FRUIT	2.568333333
00000000004225	11* HAAS AVOCADO	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004226	AVOCADOS COCKTAIL	FRUIT	PRODUCE	$1.00 	FRUIT	2.568333333
00000000004281	1*FLORIDA R/R GRAPEFRUIT	FRUIT	PRODUCE	$1.99 	FRUIT	2.568333333
00000000004304	1*CHOICE LEMONS	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004305	LIMES	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004329	HONEYDEW	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004332	"CANTALOUPE, TUSCAN"	FRUIT	PRODUCE	$0.99 	FRUIT	2.568333333
00000000004385	CHOICE NAVEL ORANGES	FRUIT	PRODUCE	$0.79 	FRUIT	2.568333333
00000000094011	35* ORGANIC BANANA	FRUIT	PRODUCE	$1.29 	FRUIT	2.568333333
00002400039923	FRUIT NATURAL	FRUIT	PRODUCE	$1.99 	FRUIT	2.568333333
00003338320027	1*CALIF CLAMSHELL STRAWB	FRUIT	PRODUCE	$4.99 	FRUIT	2.568333333
00003338325055	CLAMSHELL THMP SDLS GRAPE	FRUIT	PRODUCE	$4.99 	FRUIT	2.568333333
00004500906012	CHARLIES CANTALOUPE	FRUIT	PRODUCE	$4.99 	FRUIT	2.568333333
00004500906042	CHARLIES CUT WATERMELON	FRUIT	PRODUCE	$4.99 	FRUIT	2.568333333
00004500906051	CHARLIE'S STRAWBERRIES	FRUIT	PRODUCE	$5.99 	FRUIT	2.568333333
00007143000752	STRAWBERRIES	FRUIT	PRODUCE	$3.99 	FRUIT	2.568333333
00071752488827	4-5# FRUIT TRAY	FRUIT	PRODUCE	$19.99 	FRUIT	2.568333333
00000000004608	1*LOOSE GARLIC	GENERAL PRODUCE	PRODUCE	$0.89 	GENERAL PRODUCE	$2.96 
00004495577771	RIVERHOUSE BLUE CHEESE	GENERAL PRODUCE	PRODUCE	$4.99 	GENERAL PRODUCE	2.956666667
00078735917501	FG CRISPY ONION GARLIC PE	GENERAL PRODUCE	PRODUCE	$2.99 	GENERAL PRODUCE	2.956666667
00001740010651	S & W LONG GRAIN & WILD RICE	GOURMET FOODS	GOURMET FOODS	$2.19 		$2.58 
00001945800018	CARMEN'S CHIPS ROUNDS	GOURMET FOODS	GOURMET FOODS	$2.39 		2.58
00004125307487	NAP MARINATED ARTICHOKES	GOURMET FOODS	GOURMET FOODS	$4.49 		2.58
00005565367140	DARE CABARET CRACKERS	GOURMET FOODS	GOURMET FOODS	$2.99 		2.58
00007147501050	CARDINI ITALIAN GOURM CRO	GOURMET FOODS	GOURMET FOODS	$2.29 		2.58
00007314115005	GLICO POCKY STRAWBERRY ST	GOURMET FOODS	GOURMET FOODS	$1.79 		2.58
00007434512372	TIGERS MILK PEANUT/HONEY	GOURMET FOODS	GOURMET FOODS	$0.83 		2.58
00007538601290	EMBASA CARROTS IN ESCABEC	GOURMET FOODS	GOURMET FOODS	$0.99 		2.58
00007613205016	SUN LUCK HOISIN SAUCE	GOURMET FOODS	GOURMET FOODS	$3.19 		2.58
00008411400998	KETTLE LIGHTLY SALTED BRN	GOURMET FOODS	GOURMET FOODS	$4.00 		2.58
00008411410707	KETTLE SLT&FRSH GRND PEPP	GOURMET FOODS	GOURMET FOODS	$4.00 		2.58
00008411410812	KETTLE LIGHTLY SALTED POT	GOURMET FOODS	GOURMET FOODS	$5.00 		2.58
00009742100002	POWER BAR - CHOCOLATE	GOURMET FOODS	GOURMET FOODS	$1.59 		2.58
00009742109007	POWERBAR TRPL THRT CHOC P	GOURMET FOODS	GOURMET FOODS	$1.89 		2.58
00009742147004	POWER BAR HARVEST CHOCOLA	GOURMET FOODS	GOURMET FOODS	$1.59 		2.58
00009742149003	POWER BAR-PROTEIN+ CHOC/P	GOURMET FOODS	GOURMET FOODS	$2.99 		2.58
00068938300004	VISO SUGAR FREE WILL 2OZ	GOURMET FOODS	GOURMET FOODS	$1.65 		2.58
00001540003047	WF CRSP CRNCH BERRY TREAS	GROCERY	GROCERY	$3.19 		$3.44 
00001540004696	WF CRM OF CHICKEN SOUP	GROCERY	GROCERY	$2.09 		3.437647059
00001540006028	WF DS GRND FRNCH RST	GROCERY	GROCERY	$7.59 		3.437647059
00001540007456	WF APRICOT HALVS W/SPLNDA	GROCERY	GROCERY	$5.00 		3.437647059
00001540007457	WF PEAR HALVES W/SPLENDA	GROCERY	GROCERY	$5.00 		3.437647059
00001540007606	WF HOLLANDAISE SAUCE MIX	GROCERY	GROCERY	$0.99 		3.437647059
00001580003011	C&H GRANULATED SUGAR	GROCERY	GROCERY	$1.29 		3.437647059
00002070900253	TROLLI GUMMI PEACHIE  O'S	GROCERY	GROCERY	$1.89 		3.437647059
00002100002016	KRAFT HONEY DIJON VINAIGR	GROCERY	GROCERY	$3.69 		3.437647059
00002200000093	EXTRA S/F POLAR ICE	GROCERY	GROCERY	$1.29 		3.437647059
00002200000911	WRIGLEY SPEARMINT P-T-P G	GROCERY	GROCERY	$1.49 		3.437647059
00002370900403	DROMEDARY SLICED PIMENTOS	GROCERY	GROCERY	$1.99 		3.437647059
00002410012270	CHEEZ IT	GROCERY	GROCERY	$6.00 		3.437647059
00002430004125	L/DEB FUDGE BROWNIE	GROCERY	GROCERY	$1.39 		3.437647059
00002460001044	MORTON SALT & PEPPER SHAK	GROCERY	GROCERY	$2.29 		3.437647059
00002460004212	MORTON ROCK SALT	GROCERY	GROCERY	$1.69 		3.437647059
00002500000562	MM COOLER BERRY PUNCH	GROCERY	GROCERY	$3.19 		3.437647059
00002700048606	OVR RED MOVIE THEATER	GROCERY	GROCERY	$3.59 		3.437647059
00002800008900	OH HENRY BAR	GROCERY	GROCERY	$4.00 		3.437647059
00002800099874	JJ SLIM PACK STRAW BAN	GROCERY	GROCERY	$4.49 		3.437647059
00002840000418	PLANTER TUBE CASHEWS	GROCERY	GROCERY	$0.99 		3.437647059
00002840002018	LAYS KETTLE CKD JALAPENO	GROCERY	GROCERY	$3.29 		3.437647059
00002840003763	SANTITAS - WHITE CORN	GROCERY	GROCERY	$2.29 		3.437647059
00002840004174	RUFFLES CHED & SOUR CRM	GROCERY	GROCERY	$3.79 		3.437647059
00002870010271	TREE TOP 1% APPLE JUICE	GROCERY	GROCERY	$3.39 		3.437647059
00002870011131	SENECA REG APPLESAUCE	GROCERY	GROCERY	$2.99 		3.437647059
00002900007036	PLANTERS CASHEW HALVES/PI	GROCERY	GROCERY	$6.19 		3.437647059
00002900007325	PLANTERS DRY ROASTED PEAN	GROCERY	GROCERY	$4.19 		3.437647059
00002900007650	PLANTERS LT SLT DRY RSTD	GROCERY	GROCERY	$4.19 		3.437647059
00003400000244	ROLO'S	GROCERY	GROCERY	$4.00 		3.437647059
00003800000600	KELLOGGS COMPLETE BRAN FL	GROCERY	GROCERY	$5.59 		3.437647059
00004119691507	PRG V-CLS RTS GRDN VG          18.5OZ	GROCERY	GROCERY	$2.95 		3.437647059
00007116608183	SVEN 8-PK HORNS A PLENTY	GROCERY	GROCERY	$5.89 		3.437647059
00074759964011	GHIR DBL CHOC CHOC CHIPS	GROCERY	GROCERY	$5.00 		3.437647059
00000000001000	LARGE AA EGGS	GROCERY DELI	GROCERY DELI	$2.39 		$3.81 
00001540000334	WF LT NFCHATEL C/CHS BAR	GROCERY DELI	GROCERY DELI	$3.00 		3.813913043
00001540000383	WF SOFT MARGARINE	GROCERY DELI	GROCERY DELI	$1.89 		3.813913043
00001540000384	WF LT SPREAD	GROCERY DELI	GROCERY DELI	$1.59 		3.813913043
00001540000456	WF STRING CHEESE	GROCERY DELI	GROCERY DELI	$0.79 		3.813913043
00001540001387	WF OJ CHILL W/CALCIUM	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00001540001388	WF OJ W/CALCIUM CRTN	GROCERY DELI	GROCERY DELI	$3.89 		3.813913043
00001540006088	WF OJ NFC COUNTRY SYTLE	GROCERY DELI	GROCERY DELI	$3.69 		3.813913043
00001540010023	WF REG SLICED BACON	GROCERY DELI	GROCERY DELI	$2.99 		3.813913043
00001540010232	WF BACON MAPLE HONEY	GROCERY DELI	GROCERY DELI	$2.99 		3.813913043
00001590000042	BAR-S BOLOGNA	GROCERY DELI	GROCERY DELI	$3.49 		3.813913043
00001590012255	BAR-S JUMBO CHICKEN FRANK	GROCERY DELI	GROCERY DELI	$1.99 		3.813913043
00001590012271	BAR-S TURKEY FRANKS	GROCERY DELI	GROCERY DELI	$1.99 		3.813913043
00001630015103	FLOR NAT NFC +CAL NO PULP	GROCERY DELI	GROCERY DELI	$4.99 		3.813913043
00001630015104	FLOR NAT HME SQZ PLUS CAL	GROCERY DELI	GROCERY DELI	$7.00 		3.813913043
00001630015114	FLOR NAT REG PP OJ	GROCERY DELI	GROCERY DELI	$7.00 		3.813913043
00001630015121	FLOR NAT HOME STYLE PP OJ	GROCERY DELI	GROCERY DELI	$7.00 		3.813913043
00001630015154	FLOR NAT GRWRS STYLE PP O	GROCERY DELI	GROCERY DELI	$7.00 		3.813913043
00001630015195	FLOR NAT + CAL PP OJ	GROCERY DELI	GROCERY DELI	$7.00 		3.813913043
00001700310091	KAUKAUNA SHARP CHEDDAR CU	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00001800000401	PILLS CRESCENT ROLLS	GROCERY DELI	GROCERY DELI	$2.99 		3.813913043
00001945800020	"""CARMEN'S 1"""" WHITE FLOU"	GROCERY DELI	GROCERY DELI	$1.99 		3.813913043
00001945800032	CARMEN'S YELLOW CORN TORT	GROCERY DELI	GROCERY DELI	$0.99 		3.813913043
00001957030001	SORINGHART ORIGINAL HUMMU	GROCERY DELI	GROCERY DELI	$3.19 		3.813913043
00002500002629	MM OJ ORIGINAL	GROCERY DELI	GROCERY DELI	$1.99 		3.813913043
00002500002693	MM OJ PULP FREE	GROCERY DELI	GROCERY DELI	$5.49 		3.813913043
00002500005542	SIMPLY OJ ORIGINAL JUICE	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00002500005543	SIMPLY OJ W/CALCIUM JUICE	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00002514700441	TUMAROS 8IN SPINACH VEG W	GROCERY DELI	GROCERY DELI	$2.99 		3.813913043
00002640023420	DG CLASSIC WHIP CREAM 36%	GROCERY DELI	GROCERY DELI	$2.99 		3.813913043
00002640089125	DG LF NAT BLUEBERRY YOG	GROCERY DELI	GROCERY DELI	$0.79 		3.813913043
00002900000852	BLUE BONNET SPREAD STICKS	GROCERY DELI	GROCERY DELI	$1.49 		3.813913043
00004060034100	ICBINB SOFT	GROCERY DELI	GROCERY DELI	$2.59 		3.813913043
00004138309018	LACTAID 100% FF MILK	GROCERY DELI	GROCERY DELI	$2.65 		3.813913043
00004171613013	FRIGO MOZZARELLA CHEESE B	GROCERY DELI	GROCERY DELI	$6.19 		3.813913043
00004171620001	FRIGO PART SKIM RICOTTA	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00004450097649	HF DS SMOKED HAM	GROCERY DELI	GROCERY DELI	$4.69 		3.813913043
00004470000885	OSCAR MAYER BEEF BOLOGNA	GROCERY DELI	GROCERY DELI	$3.19 		3.813913043
00004470001988	OM BACON REGULAR	GROCERY DELI	GROCERY DELI	$5.49 		3.813913043
00004470002486	OM RF TURK FUN PCK LUNCHABLE	GROCERY DELI	GROCERY DELI	$3.35 		3.813913043
00004470009219	CLAUSSEN KOSHER DILL/SNDW	GROCERY DELI	GROCERY DELI	$4.69 		3.813913043
00004850000139	TROP PP HS OJ	GROCERY DELI	GROCERY DELI	$4.69 		3.813913043
00004856422073	"GUERRERO 6"" WHT CRN TORT"	GROCERY DELI	GROCERY DELI	$3.95 		3.813913043
00005020000880	SUNNY D TANGY ORIG CITRUS	GROCERY DELI	GROCERY DELI	$3.59 		3.813913043
00007027248101	REDDI-WIP REAL WHIP CREAM	GROCERY DELI	GROCERY DELI	$3.39 		3.813913043
00007047000323	YOP ORIG FRENCH VAN YOG	GROCERY DELI	GROCERY DELI	$4.00 		3.813913043
00007047016572	YOP YO-PLUS CRAN/RASP LF	GROCERY DELI	GROCERY DELI	$3.79 		3.813913043
00007111700123	RESERS MILD SALSA SAUCE	GROCERY DELI	GROCERY DELI	$3.59 		3.813913043
00007111700162	RESER POT SALAD PICNIC-PK	GROCERY DELI	GROCERY DELI	$7.79 		3.813913043
00007111700240	RESERS CLAM DIP	GROCERY DELI	GROCERY DELI	$0.99 		3.813913043
00007283000201	TILL MED CHDR LOAF	GROCERY DELI	GROCERY DELI	$6.99 		3.813913043
00007283000286	TILL XSHARP LOAF	GROCERY DELI	GROCERY DELI	$10.99 		3.813913043
00007283000801	TILL MED CHDR SLCD CHSE	GROCERY DELI	GROCERY DELI	$5.79 		3.813913043
00007283000808	TILL SWISS SLC CHSE	GROCERY DELI	GROCERY DELI	$5.79 		3.813913043
00007283000813	TILL PEPPER JACK SLC CHSE	GROCERY DELI	GROCERY DELI	$5.79 		3.813913043
00007283070201	TILL PREM A-CULT SR CREAM	GROCERY DELI	GROCERY DELI	$2.49 		3.813913043
00007283070205	TILL PREM FF SOUR CREAM	GROCERY DELI	GROCERY DELI	$2.49 		3.813913043
00007283090632	TILL UNSLTD SWT CRM BUTTE	GROCERY DELI	GROCERY DELI	$3.69 		3.813913043
00007495618220	HEB NAT KOSHER RF FRANKS	GROCERY DELI	GROCERY DELI	$5.49 		3.813913043
00007618714965	WILLAMETTE JUMBO EGGS	GROCERY DELI	GROCERY DELI	$2.99 		3.813913043
00007618715784	WILLAMETTE X/LRG EGGS	GROCERY DELI	GROCERY DELI	$2.69 		3.813913043
00007618724976	LARGE EGGS GRADE AA	GROCERY DELI	GROCERY DELI	$2.39 		3.813913043
00007618780270	WILLAMETTE 18-CT EGGS	GROCERY DELI	GROCERY DELI	$3.79 		3.813913043
00007790035325	JD MAPLE HEAT & SRV SAUSA	GROCERY DELI	GROCERY DELI	$2.39 		3.813913043
00007934101176	DON PANCHO TORTS CORN	GROCERY DELI	GROCERY DELI	$1.79 		3.813913043
00007934102028	"DON PNCHO TORTS GORDITAS 8"""	GROCERY DELI	GROCERY DELI	$2.79 		3.813913043
00007934102208	DON PNCHO TORTS WHL WHEAT	GROCERY DELI	GROCERY DELI	$2.69 		3.813913043
00009396600033	OV HALF& HALF UP	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00071514172928	EGGLAND'S BEST XLG EGGS	GROCERY DELI	GROCERY DELI	$3.99 		3.813913043
00002836782810	KMF A & E MOISTURIZER	HABA	HABA	$4.69 		$7.62 
00003367415273	NW CHERRY UMCKA SYRUP	HABA	HABA	$13.99 		7.623333333
00007663050103	AMER ORIG PAPAYA	HABA	HABA	$4.19 		7.623333333
00001254743610	LISTERINE POCKTPK FR/BRST	HEALTH/FAMILY	GENERAL MERCHANDISE	$1.99 		$2.66 
00001540002252	WF PEROXIDE 1 VOL	HEALTH/FAMILY	GENERAL MERCHANDISE	$1.00 		2.662142857
00001540002266	WF WAXED DENTAL TAPE	HEALTH/FAMILY	GENERAL MERCHANDISE	$1.89 		2.662142857
00001540003472	WF MILK OF MAGNESIA-REG	HEALTH/FAMILY	GENERAL MERCHANDISE	$3.79 		2.662142857
00001540003482	WF WOMENS LAXATIVE TABS	HEALTH/FAMILY	GENERAL MERCHANDISE	$3.89 		2.662142857
00001540003489	WF ANTIDIARRHEAL CAPS	HEALTH/FAMILY	GENERAL MERCHANDISE	$2.99 		2.662142857
00001540004349	WF TAPE PACKING CLR 2	HEALTH/FAMILY	GENERAL MERCHANDISE	$2.29 		2.662142857
00001540004455	WF ANTACID TABLETS XSTR	HEALTH/FAMILY	GENERAL MERCHANDISE	$3.79 		2.662142857
00001540006815	WF TAMPONS SUPER 2 CT	HEALTH/FAMILY	GENERAL MERCHANDISE	$3.29 		2.662142857
00003500074210	COLG SPARKLNG WHITE MINT	HEALTH/FAMILY	GENERAL MERCHANDISE	$2.99 		2.662142857
00003500074503	COLG TOTAL ADVANCE CLEAN	HEALTH/FAMILY	GENERAL MERCHANDISE	$3.49 		2.662142857
00008089302614	CLARITIN TRAVEL SIZE	HEALTH/FAMILY	GENERAL MERCHANDISE	$2.39 		2.662142857
00031254662754	HALLS DEFENSE ASSORTED CI	HEALTH/FAMILY	GENERAL MERCHANDISE	$2.59 		2.662142857
00036671553005	ES TYLENOL RR GELS - TAKE	HEALTH/FAMILY	GENERAL MERCHANDISE	$0.89 		2.662142857
00000000000101	DELI SOUP SMALL	HOT DELI	HOT DELI	$2.29 		$5.19 
00000000000102	HOT DELI SOUP-MEDIUM	HOT DELI	HOT DELI	$3.99 		5.19
00000000005978	ROTISSERIE CHICKEN	HOT DELI	HOT DELI	$6.99 		5.19
